品名,日付,販売方法,卸売数量合計,豊洲,大田,豊島,淀橋,板橋,世田谷,北足立,多摩NT,葛西
にんじん,2021/2/19,相対,207218,28846,90095,18000,22542,13700,4775,9100,1360,18800
にんじん,2021/2/19,第三者販売,2420,50,1760,－,－,－,－,－,610,－
にんじん,2021/2/19,商物分離,2409,－,2409,－,－,－,－,－,－,－
ごぼう,2021/2/19,せり・入札,125,－,125,－,－,－,－,－,－,－
ごぼう,2021/2/19,相対,13646,1488,4353,500,1065,2200,316,300,124,3300
ごぼう,2021/2/19,第三者販売,420,－,420,－,－,－,－,－,－,－
ごぼう,2021/2/19,商物分離,757,－,757,－,－,－,－,－,－,－
キャベツ,2021/2/19,せり・入札,4290,560,3190,100,－,240,－,100,－,100
キャベツ,2021/2/19,相対,674030,69720,302305,29900,94245,40660,13770,50800,28230,44400
キャベツ,2021/2/19,第三者販売,4600,1350,3140,－,－,－,－,－,110,－
キャベツ,2021/2/19,商物分離,57311,－,57311,－,－,－,－,－,－,－
レタス,2021/2/19,せり・入札,1860,－,1360,100,－,200,－,100,－,100
レタス,2021/2/19,相対,247282,32114,131480,18750,19615,14000,3465,10000,2858,15000
レタス,2021/2/19,第三者販売,6220,270,4800,1150,－,－,－,－,－,－
レタス,2021/2/19,商物分離,18413,－,18413,－,－,－,－,－,－,－
はくさい,2021/2/19,せり・入札,2868,－,2123,150,－,195,－,300,－,100
はくさい,2021/2/19,相対,439589,44651,218483,39850,32916,27505,10881,23300,9603,32400
はくさい,2021/2/19,第三者販売,6470,5170,1300,－,－,－,－,－,－,－
はくさい,2021/2/19,商物分離,25150,－,20150,－,－,－,－,5000,－,－
こまつな,2021/2/19,せり・入札,6034,783,2630,200,257,100,64,－,－,2000
こまつな,2021/2/19,相対,50059,7930,21626,2800,4892,4700,485,4700,326,2600
こまつな,2021/2/19,第三者販売,300,50,250,－,－,－,－,－,－,－
こまつな,2021/2/19,商物分離,1115,－,1115,－,－,－,－,－,－,－
ほうれんそう,2021/2/19,せり・入札,3463,1825,1036,－,422,80,－,100,－,－
ほうれんそう,2021/2/19,相対,79228,10596,31485,6000,8027,5120,800,10300,300,6600
ほうれんそう,2021/2/19,第三者販売,550,－,550,－,－,－,－,－,－,－
ほうれんそう,2021/2/19,商物分離,2216,－,2216,－,－,－,－,－,－,－
ねぎ,2021/2/19,せり・入札,1626,275,85,50,641,75,－,400,－,100
ねぎ,2021/2/19,相対,135140,20494,52658,11800,12184,15425,1494,9900,2685,8500
ねぎ,2021/2/19,第三者販売,855,450,50,150,－,－,－,－,205,－
ねぎ,2021/2/19,商物分離,6400,－,6400,－,－,－,－,－,－,－
みずな,2021/2/19,せり・入札,14,－,14,－,－,－,－,－,－,－
みずな,2021/2/19,相対,20408,3954,9331,1000,1280,1500,263,1900,280,900
みずな,2021/2/19,第三者販売,199,15,184,－,－,－,－,－,－,－
みずな,2021/2/19,商物分離,1455,－,1455,－,－,－,－,－,－,－
セルリー,2021/2/19,せり・入札,120,－,120,－,－,－,－,－,－,－
セルリー,2021/2/19,相対,49903,4007,21369,2000,2877,13300,340,3500,510,2000
セルリー,2021/2/19,第三者販売,250,250,－,－,－,－,－,－,－,－
セルリー,2021/2/19,商物分離,1000,－,1000,－,－,－,－,－,－,－
ブロッコリー,2021/2/19,せり・入札,320,－,320,－,－,－,－,－,－,－
ブロッコリー,2021/2/19,相対,163403,20884,102217,3000,17226,2500,1266,5000,510,10800
ブロッコリー,2021/2/19,第三者販売,8371,8371,－,－,－,－,－,－,－,－
ブロッコリー,2021/2/19,商物分離,10950,－,10950,－,－,－,－,－,－,－
きゅうり,2021/2/19,せり・入札,545,－,210,50,－,85,－,100,－,100
きゅうり,2021/2/19,相対,176703,20206,79750,11950,17207,11415,7005,8200,7470,13500
きゅうり,2021/2/19,第三者販売,455,450,5,－,－,－,－,－,－,－
きゅうり,2021/2/19,商物分離,3200,－,3200,－,－,－,－,－,－,－
なす,2021/2/19,せり・入札,251,－,52,50,－,49,－,100,－,－
なす,2021/2/19,相対,103379,18171,43660,4950,7899,7051,2294,6400,354,12600
なす,2021/2/19,第三者販売,901,781,120,－,－,－,－,－,－,－
なす,2021/2/19,商物分離,3649,－,3649,－,－,－,－,－,－,－
トマト,2021/2/19,せり・入札,615,52,231,32,－,100,－,100,－,100
トマト,2021/2/19,相対,188776,15932,95712,9968,22287,12700,3235,15700,2042,11200
トマト,2021/2/19,第三者販売,2175,2088,87,－,－,－,－,－,－,－
トマト,2021/2/19,商物分離,5484,－,4984,－,－,－,－,500,－,－
ミニトマト,2021/2/19,せり・入札,72,72,－,－,－,－,－,－,－,－
ミニトマト,2021/2/19,相対,59530,4066,30859,700,7886,2000,1465,3400,354,8800
ミニトマト,2021/2/19,第三者販売,1361,1284,77,－,－,－,－,－,－,－
ミニトマト,2021/2/19,商物分離,6000,－,6000,－,－,－,－,－,－,－
ピーマン,2021/2/19,せり・入札,595,－,72,－,391,32,－,100,－,－
ピーマン,2021/2/19,相対,66188,9730,27606,2998,7424,3968,1547,2600,515,9800
ピーマン,2021/2/19,第三者販売,20,－,18,2,－,－,－,－,－,－
ピーマン,2021/2/19,商物分離,1007,－,1007,－,－,－,－,－,－,－
じゃがいも,2021/2/19,せり・入札,500,－,500,－,－,－,－,－,－,－
じゃがいも,2021/2/19,相対,228210,24969,101961,5000,38310,10000,5530,15600,4040,22800
じゃがいも,2021/2/19,第三者販売,3080,2300,700,－,－,－,－,－,80,－
じゃがいも,2021/2/19,商物分離,31200,－,30200,－,－,－,－,1000,－,－
さつまいも,2021/2/19,せり・入札,335,－,335,－,－,－,－,－,－,－
さつまいも,2021/2/19,相対,122202,10117,70030,6000,11880,3700,30,8400,2845,9200
さつまいも,2021/2/19,第三者販売,505,205,300,－,－,－,－,－,－,－
さつまいも,2021/2/19,商物分離,2653,－,2653,－,－,－,－,－,－,－
さといも,2021/2/19,せり・入札,680,－,680,－,－,－,－,－,－,－
さといも,2021/2/19,相対,19052,1503,11492,1000,1152,1700,285,1900,20,－
さといも,2021/2/19,第三者販売,40,40,－,－,－,－,－,－,－,－
さといも,2021/2/19,商物分離,775,－,775,－,－,－,－,－,－,－
たまねぎ,2021/2/19,相対,371366,35810,166186,10000,78810,15000,9810,15300,2650,37800
たまねぎ,2021/2/19,第三者販売,3840,－,3840,－,－,－,－,－,－,－
たまねぎ,2021/2/19,商物分離,35760,－,35760,－,－,－,－,－,－,－
なましいたけ,2021/2/19,せり・入札,419,120,179,－,120,－,－,－,－,－
なましいたけ,2021/2/19,相対,28353,2535,16487,300,2275,900,226,3300,30,2300
なましいたけ,2021/2/19,第三者販売,471,447,24,－,－,－,－,－,－,－
なましいたけ,2021/2/19,商物分離,999,－,999,－,－,－,－,－,－,－
その他野菜,2021/2/19,せり・入札,11637,915,6363,－,3641,－,18,200,－,500
その他野菜,2021/2/19,相対,749321,114070,331196,50000,69178,49000,11730,59800,6247,58100
その他野菜,2021/2/19,第三者販売,8988,3573,5415,－,－,－,－,－,－,－
その他野菜,2021/2/19,商物分離,7289,－,7289,－,－,－,－,－,－,－
みかん,2021/2/19,せり・入札,7690,－,5190,－,－,2370,－,100,－,30
みかん,2021/2/19,相対,322976,65541,164359,18700,26036,9740,3900,13300,30,21370
みかん,2021/2/19,第三者販売,17580,14011,2749,－,－,190,－,－,630,－
みかん,2021/2/19,商物分離,7873,－,7873,－,－,－,－,－,－,－
ポンカン,2021/2/19,相対,28386,2164,16272,3000,6810,－,30,100,10,－
ポンカン,2021/2/19,第三者販売,140,－,－,－,－,－,－,－,140,－
ポンカン,2021/2/19,商物分離,7678,－,7678,－,－,－,－,－,－,－
あまなつかん,2021/2/19,せり・入札,10,－,10,－,－,－,－,－,－,－
あまなつかん,2021/2/19,相対,25010,－,19210,800,5000,－,－,－,－,－
あまなつかん,2021/2/19,第三者販売,3780,－,3780,－,－,－,－,－,－,－
いよかん,2021/2/19,相対,63842,6940,27514,5000,14908,600,50,100,8630,100
いよかん,2021/2/19,第三者販売,2060,2060,－,－,－,－,－,－,－,－
いよかん,2021/2/19,商物分離,17550,－,17550,－,－,－,－,－,－,－
はっさく,2021/2/19,相対,41140,4600,18305,400,5625,3600,－,6000,10,2600
はっさく,2021/2/19,第三者販売,1340,590,750,－,－,－,－,－,－,－
不知火,2021/2/19,せり・入札,1450,－,1450,－,－,－,－,－,－,－
不知火,2021/2/19,相対,100903,7945,65133,2400,3030,3430,1900,7500,2565,7000
不知火,2021/2/19,第三者販売,3813,2843,900,－,－,70,－,－,－,－
不知火,2021/2/19,商物分離,2626,－,2626,－,－,－,－,－,－,－
せとか,2021/2/19,相対,20615,1576,16934,－,1005,－,－,1100,－,－
せとか,2021/2/19,第三者販売,231,231,－,－,－,－,－,－,－,－
せとか,2021/2/19,商物分離,2063,－,2063,－,－,－,－,－,－,－
きんかん,2021/2/19,相対,7532,899,4220,100,891,100,－,1200,22,100
きんかん,2021/2/19,第三者販売,192,162,30,－,－,－,－,－,－,－
きんかん,2021/2/19,商物分離,53,－,53,－,－,－,－,－,－,－
りんご,2021/2/19,せり・入札,15115,－,15085,－,－,－,－,－,－,30
りんご,2021/2/19,相対,282237,46760,158052,7700,34545,5300,4000,6000,6010,13870
りんご,2021/2/19,第三者販売,2300,2300,－,－,－,－,－,－,－,－
りんご,2021/2/19,商物分離,15162,－,15162,－,－,－,－,－,－,－
いちご,2021/2/19,せり・入札,597,－,491,－,－,6,－,100,－,－
いちご,2021/2/19,相対,158639,14497,107072,1500,7679,2855,200,11800,1236,11800
いちご,2021/2/19,第三者販売,1684,552,1093,－,－,39,－,－,－,－
いちご,2021/2/19,商物分離,10919,－,10919,－,－,－,－,－,－,－
アールスメロン,2021/2/19,せり・入札,1726,611,891,24,－,－,－,200,－,－
アールスメロン,2021/2/19,相対,5650,749,4385,176,232,100,－,－,8,－
アールスメロン,2021/2/19,第三者販売,110,110,－,－,－,－,－,－,－,－
キウイ,2021/2/19,相対,12962,－,3804,200,6390,1800,50,300,318,100
キウイ,2021/2/19,商物分離,4940,－,4940,－,－,－,－,－,－,－
その他果実,2021/2/19,せり・入札,1506,－,1506,－,－,－,－,－,－,－
その他果実,2021/2/19,相対,314068,47275,78014,12000,27898,33400,2500,39500,7881,65600
その他果実,2021/2/19,第三者販売,35960,10110,25850,－,－,－,－,－,－,－
その他果実,2021/2/19,商物分離,8842,－,8842,－,－,－,－,－,－,－
だいこん,2021/2/20,せり・入札,713,－,113,100,－,200,－,200,－,100
だいこん,2021/2/20,相対,530014,29849,218449,16800,43326,33700,11320,43800,2870,129900
だいこん,2021/2/20,第三者販売,376,106,－,100,－,－,－,－,170,－
だいこん,2021/2/20,商物分離,19374,－,19374,－,－,－,－,－,－,－
かぶ,2021/2/20,せり・入札,304,－,304,－,－,－,－,－,－,－
かぶ,2021/2/20,相対,45407,－,28795,2000,5849,3400,197,2800,1866,500
かぶ,2021/2/20,商物分離,1648,－,1448,－,－,－,－,200,－,－
にんじん,2021/2/20,せり・入札,3136,－,3036,－,－,－,－,－,－,100
にんじん,2021/2/20,相対,256401,29340,127322,16000,37837,17800,4912,6400,3090,13700
にんじん,2021/2/20,第三者販売,1450,80,850,－,－,－,－,－,520,－
にんじん,2021/2/20,商物分離,410,－,410,－,－,－,－,－,－,－
ごぼう,2021/2/20,相対,17005,995,9418,1000,695,2100,156,700,41,1900
ごぼう,2021/2/20,第三者販売,12,－,－,－,－,－,－,－,12,－
ごぼう,2021/2/20,商物分離,798,－,798,－,－,－,－,－,－,－
キャベツ,2021/2/20,せり・入札,5080,770,3860,100,－,150,－,100,－,100
キャベツ,2021/2/20,相対,838880,99299,397175,27900,134280,41450,18290,66000,16986,37500
キャベツ,2021/2/20,第三者販売,14232,1170,13002,－,－,－,－,－,60,－
キャベツ,2021/2/20,商物分離,160340,－,160340,－,－,－,－,－,－,－
レタス,2021/2/20,せり・入札,960,－,470,100,－,190,－,100,－,100
レタス,2021/2/20,相対,261523,38437,138446,21400,16753,14410,3737,13000,5540,9800
レタス,2021/2/20,第三者販売,550,－,10,500,－,－,－,－,40,－
レタス,2021/2/20,商物分離,35650,－,35650,－,－,－,－,－,－,－
はくさい,2021/2/20,せり・入札,2823,－,2078,150,－,195,－,300,－,100
はくさい,2021/2/20,相対,489288,53132,234576,61850,47678,19205,9379,20600,20368,22500
はくさい,2021/2/20,第三者販売,6197,4949,1196,－,－,－,－,－,52,－
はくさい,2021/2/20,商物分離,126700,－,121700,－,－,－,－,5000,－,－
こまつな,2021/2/20,せり・入札,5528,－,2982,200,208,100,38,－,－,2000
こまつな,2021/2/20,相対,50413,7253,25119,2800,3943,4900,544,4800,254,800
こまつな,2021/2/20,第三者販売,102,86,－,－,－,－,－,－,16,－
こまつな,2021/2/20,商物分離,1645,－,1645,－,－,－,－,－,－,－
ほうれんそう,2021/2/20,せり・入札,3368,2011,814,－,363,80,－,100,－,－
ほうれんそう,2021/2/20,相対,76520,9854,35309,6000,6898,3720,530,9500,909,3800
ほうれんそう,2021/2/20,第三者販売,394,－,385,－,－,－,－,－,9,－
ほうれんそう,2021/2/20,商物分離,2844,－,2844,－,－,－,－,－,－,－
ねぎ,2021/2/20,せり・入札,2384,791,95,50,873,75,－,400,－,100
ねぎ,2021/2/20,相対,162698,24890,72446,11750,16582,16725,2400,10100,3105,4700
ねぎ,2021/2/20,第三者販売,2403,1755,353,200,－,－,－,－,95,－
ねぎ,2021/2/20,商物分離,7925,－,7925,－,－,－,－,－,－,－
みずな,2021/2/20,せり・入札,4,－,4,－,－,－,－,－,－,－
みずな,2021/2/20,相対,21977,5086,8264,1000,2040,1400,247,2900,340,700
みずな,2021/2/20,第三者販売,476,15,456,－,－,－,－,－,5,－
みずな,2021/2/20,商物分離,1980,－,1980,－,－,－,－,－,－,－
セルリー,2021/2/20,せり・入札,80,－,80,－,－,－,－,－,－,－
セルリー,2021/2/20,相対,38249,4284,21599,2000,3136,1800,270,3400,1160,600
セルリー,2021/2/20,第三者販売,250,250,－,－,－,－,－,－,－,－
ブロッコリー,2021/2/20,せり・入札,362,－,362,－,－,－,－,－,－,－
ブロッコリー,2021/2/20,相対,180330,35358,98488,5000,20015,3200,2404,7800,2465,5600
ブロッコリー,2021/2/20,第三者販売,1761,1746,－,－,－,－,－,－,15,－
ブロッコリー,2021/2/20,商物分離,19731,－,19731,－,－,－,－,－,－,－
きゅうり,2021/2/20,せり・入札,500,－,175,50,－,75,－,100,－,100
きゅうり,2021/2/20,相対,191364,20819,94212,9950,19553,13025,9720,13700,3985,6400
きゅうり,2021/2/20,第三者販売,705,680,－,－,－,－,－,－,25,－
きゅうり,2021/2/20,商物分離,2700,－,2700,－,－,－,－,－,－,－
なす,2021/2/20,せり・入札,238,－,40,50,－,48,－,100,－,－
なす,2021/2/20,相対,96094,19705,34194,4950,9373,9752,2081,6200,2139,7700
なす,2021/2/20,第三者販売,157,23,124,－,－,－,－,－,10,－
なす,2021/2/20,商物分離,2215,－,2215,－,－,－,－,－,－,－
トマト,2021/2/20,せり・入札,873,128,409,32,－,104,－,100,－,100
トマト,2021/2/20,相対,246151,29720,118207,11968,42933,14296,5647,16000,2480,4900
トマト,2021/2/20,第三者販売,2611,2471,132,－,－,－,－,－,8,－
トマト,2021/2/20,商物分離,11249,－,10749,－,－,－,－,500,－,－
ミニトマト,2021/2/20,せり・入札,10,－,10,－,－,－,－,－,－,－
ミニトマト,2021/2/20,相対,65240,7809,36524,1000,9080,4200,1305,2400,322,2600
ミニトマト,2021/2/20,第三者販売,818,756,23,－,－,－,－,－,39,－
ミニトマト,2021/2/20,商物分離,3474,－,3474,－,－,－,－,－,－,－
ピーマン,2021/2/20,せり・入札,584,－,44,－,408,32,－,100,－,－
ピーマン,2021/2/20,相対,68089,8221,30781,4999,7747,4468,2902,4500,471,4000
ピーマン,2021/2/20,第三者販売,912,560,351,1,－,－,－,－,－,－
ピーマン,2021/2/20,商物分離,1007,－,1007,－,－,－,－,－,－,－
じゃがいも,2021/2/20,相対,198132,30260,57532,8000,33880,10000,12440,25200,4120,16700
じゃがいも,2021/2/20,第三者販売,4010,3900,－,－,－,－,－,－,110,－
じゃがいも,2021/2/20,商物分離,1500,－,－,－,－,－,－,1500,－,－
さつまいも,2021/2/20,せり・入札,335,－,335,－,－,－,－,－,－,－
さつまいも,2021/2/20,相対,132193,10518,75057,7000,16363,5900,1025,4200,3530,8600
さつまいも,2021/2/20,第三者販売,955,940,－,－,－,－,－,－,15,－
さつまいも,2021/2/20,商物分離,12940,－,12940,－,－,－,－,－,－,－
さといも,2021/2/20,せり・入札,625,－,625,－,－,－,－,－,－,－
さといも,2021/2/20,相対,16489,1777,11491,100,1016,900,535,500,170,－
さといも,2021/2/20,第三者販売,110,100,－,－,－,－,－,－,10,－
さといも,2021/2/20,商物分離,75,－,75,－,－,－,－,－,－,－
たまねぎ,2021/2/20,相対,368415,37524,150520,25000,58916,22100,22215,28500,2440,21200
たまねぎ,2021/2/20,第三者販売,16640,－,16620,－,－,－,－,－,20,－
たまねぎ,2021/2/20,商物分離,17400,－,17400,－,－,－,－,－,－,－
